trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.14516271402923728}",20,0,8.868561787500447,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.14440260680791026}",25,4,34.06503491999841,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.14360877744029293}",30,9,11.917651011895478,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.1428193120178898}",25,15,18.50401092057068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.14244490295073617}",25,0,14.13871684982791,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.14151316887143714}",25,15,6.2983310740139045,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.14114218393390662}",30,0,29.218145992552564,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.1400350542800447}",25,9,8.322234670433678,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.13944814043390852}",30,18,18.332006393118398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.1390095699027712}",20,0,18.57198226100272,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.13828168203829258}",25,4,19.422580477104137,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.13752150143884165}",25,11,26.694740978034673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.1370170374414075}",20,6,23.473125562997865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.13651442394678237}",20,4,17.26433479841113,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.13594226573951348}",35,13,-6.111390214171067,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.13515946167718026}",30,13,19.916658600497623,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.13455765635625908}",20,12,3.6881031752364155,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.13427538176996243}",20,6,16.476698257718958,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.13378282536870187}",20,10,-12.335479790248375,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.13343210597270588}",20,9,-2.5619883515339836,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.1330473764872162}",25,4,10.149806136432533,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.1323159706139103}",20,5,-60.3456215981136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
390,False,"{'a': 0.5, 'e': 0.13179600084190335}",20,6,6.4092989177766215,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.13131253944324997}",20,9,18.886501293460352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.13093392137850415}",30,10,23.12755444568312,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.13024831957075325}",20,10,15.889403476197893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.12990686608564816}",20,5,6.726344262501229,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.1293963635119431}",35,19,8.984910958638082,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.12885403846500912}",20,10,20.66597798182022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.128516240168273}",20,9,20.203772846928985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.12814568477160465}",20,2,31.527110684605486,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.1275416246269851}",35,21,-14.89541436718649,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.12707376936707737}",25,5,-13.782054238038159,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.1264083802526405}",25,13,9.08076617502076,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.12601082034043873}",20,8,10.21098094579777,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.1256145107716356}",20,10,20.585460511756256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.125285205083669}",20,0,-17.390699589187765,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.12462918132614713}",35,0,46.91373496156493,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.5, 'e': 0.12348939463527746}",35,8,-6.4374702905761545,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 1}",1
407,False,"{'a': 0.5, 'e': 0.12261725783639021}",20,6,4.915597359937763,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.12216746641181024}",25,2,-65.71447860590023,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 2}",1
409,False,"{'a': 0.5, 'e': 0.12143210244707034}",25,5,-26.839514349685327,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
410,False,"{'a': 0.5, 'e': 0.12079625447062407}",25,11,8.360115701425869,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.12035314295156886}",20,12,-28.157167181268353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
412,False,"{'a': 0.5, 'e': 0.12010066654438319}",30,0,33.28176388257682,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.11915858809785627}",30,12,5.232802688692837,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.1185968918215646}",25,2,-8.610311414665384,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.11788302025544939}",20,14,11.65736711522821,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.1176975006335996}",20,1,7.955396396419308,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.11711194579039329}",20,12,16.45730632573848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.11686626875540651}",20,13,3.0298661790105865,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.11665172415978152}",20,4,20.524314651236068,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.1161628143476132}",25,15,4.149657580123979,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.11585828682718666}",25,9,27.641527727972736,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.11537270246348505}",20,0,-36.66045891716915,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
423,False,"{'a': 0.5, 'e': 0.11476858297679061}",20,7,11.5683844450889,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.11437760267693775}",25,15,20.88262890959076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.11407775519191296}",30,10,36.29014964452275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.11348041636359173}",20,9,14.206183194213821,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.1131532142866819}",20,6,-1.1687184529807788,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.11273813939145207}",30,13,33.20746646706491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.11223616630488722}",20,6,-10.48025198531407,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.11182445537591644}",20,0,-1.8636795881809203,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.1112389153726131}",20,13,14.197839489325498,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.11103470154452957}",20,0,27.745181786321584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.1104532968840677}",20,13,1.8509501630956253,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.11025052530448522}",20,11,4.182578775384948,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.1099903658727867}",25,8,18.150085745687278,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.10950062740674864}",20,6,9.40707021675443,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.10909895113325534}",25,0,5.785240734490156,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.10838533338575485}",25,0,-34.14206572407241,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
439,False,"{'a': 0.5, 'e': 0.10767638342180544}",25,0,34.53958454044222,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.10697207070937051}",30,14,7.42148971446053,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.10652373018654945}",20,10,18.245563807403343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.10624447208142795}",20,11,17.198807566188993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.10599376577956247}",20,0,14.659977083611649,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.10543875668288447}",25,0,30.86792928931882,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.10474908031788083}",30,10,19.337625917805838,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10420058869653408}",20,10,19.49857959179125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.10392742084087435}",20,12,-24.209065712482943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.10370940225674363}",20,0,6.920167471388912,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.10316635464219585}",20,10,6.936622234917233,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.10289589809078502}",25,10,-35.74295099903807,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
451,False,"{'a': 0.5, 'e': 0.10249154209035309}",30,20,7.545066776013161,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.1022228545989837}",30,17,14.313658049290408,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.1018746136317583}",20,11,-15.847285722688722,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.10163421893510037}",25,1,2.8644197479447353,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.10099593605799134}",20,8,21.155263738617766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.10067829939979113}",30,13,-19.746713982899866,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
457,False,"{'a': 0.5, 'e': 0.10023002344834639}",20,12,16.453812508501144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10001976125168272}",20,12,16.97855996727979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.09980994014232826}",30,20,6.323002737875386,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.09954828262519455}",20,10,16.12826651536115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.09928731105833966}",20,15,11.008596765567878,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.09915708194412677}",25,11,12.04733303461844,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09879334843767083}",30,21,15.531487470462476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09856022463790516}",30,10,-22.736856116252692,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.09804413936777309}",30,13,12.337956192753381,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.09760759216623424}",20,10,-24.12022159849063,"{0: 6, 1: 3, 2: 0, 3: 1, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.09735170823139573}",20,4,9.959885789702126,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09694368849805267}",20,10,-4.601012923213756,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.09668954502498765}",30,11,23.759042270196943,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09620850650614052}",25,8,5.493627568198925,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.09578013256609354}",20,10,19.454522177540987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.09552903942204148}",35,10,7.094961552021996,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09490418265462876}",20,12,3.7808567556921013,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.09470509298836906}",20,6,17.686119828824417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.09435769051467277}",25,12,22.89538763152941,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09403624367640075}",25,11,16.0235725937687,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.09369129471283968}",20,12,5.157660765381971,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.09349474943871093}",25,15,14.95604690316567,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.09324964755839435}",30,14,20.68645288415926,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.09285882035030191}",30,10,8.973175323442224,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.09237258901752343}",20,0,33.58442373500511,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
482,False,"{'a': 0.5, 'e': 0.09188890371007764}",20,6,18.608966290284645,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.09155183173805559}",25,15,20.357926103989563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.09131182332859791}",20,9,-21.35217857854287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.5, 'e': 0.09104854073590975}",20,15,4.6037442060004095,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.09092911791456407}",25,11,29.021063176567306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.09059556668201926}",20,12,11.72042098346715,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.09040551561545068}",30,18,20.66692027752145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.0901211862950464}",20,7,18.298019834704814,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.08981417188808231}",30,8,36.72971441785206,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08929698984593654}",20,0,27.419657087062845,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.5, 'e': 0.08882940912261808}",25,17,15.271862813549223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.08864306309527145}",25,12,6.96095931243152,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08834108418702029}",20,7,6.31264078897327,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08804013402549608}",25,11,16.415736042526994,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.08771718032385338}",20,5,-2.973617034086293,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.0873724730142031}",20,4,30.79125824299873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.08700627817501201}",20,0,-2.9200045905653846,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.08655069217426875}",20,11,9.315754918554498,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.08634645751119585}",35,24,19.61552936588411,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.0860974917324579}",20,14,10.81380033429412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.08596199491473298}",25,7,-5.069239826826206,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.08555678255684103}",20,12,14.902208242857983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.08537730183418961}",20,11,13.98177474567473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.08517583603378823}",30,16,26.98060202005335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.08486338930887005}",20,6,26.545646057095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.08455208871835405}",30,3,-13.935871339769076,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.08395494441934892}",20,13,14.299655907281466,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.08380081885520628}",35,21,24.739201200940034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.08349341604455017}",30,12,26.507514424421135,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.0830998402088867}",20,9,-22.66185850470152,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.08286023551603727}",25,12,18.587444671231577,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.08257795687420294}",20,8,23.095012154529385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.0823182455701019}",25,7,28.303330290736415,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.08193020931735932}",20,3,13.952185833876563,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.08156541032142119}",30,18,14.035321576353637,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.08130888352073534}",25,13,11.95842797335548,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.08105316350811337}",25,12,25.366012791226527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.0807770409896465}",20,9,20.868243513015603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.08054413370550544}",30,4,21.7466097396874,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.07999629163061313}",30,14,13.735136551945706,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.07966101178629884}",25,8,27.377408400649003,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.07930631652362116}",25,11,15.176283275927876,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.07901540069564733}",25,12,15.60606681863402,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.0787462201912298}",20,4,29.476630963284503,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.07841617963675052}",25,6,30.483607836516615,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.07802605262874396}",25,10,-30.516186699037775,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.5, 'e': 0.07771942910773039}",30,20,7.759324930015865,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.07751568313990011}",25,15,21.208921787581744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.07731247130388068}",25,8,22.490175840107575,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.07696823305354368}",20,14,11.532837145217718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.07684710350104666}",25,9,14.201844544054772,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.07652502250988263}",20,8,10.181511645597658,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.07628434795041543}",20,6,25.59191832859544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.07600451747513634}",25,14,-36.818393509232436,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.07578537097594908}",20,3,16.422058804716908,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.07544793222815173}",25,7,10.832475053429391,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.07509228163457758}",35,11,-5.228686541032461,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.07462068734209815}",30,15,27.07634746405284,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.07432744608328225}",25,0,18.142484181091923,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.07384126923098024}",25,13,28.099389911202596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.07360903519354009}",20,0,17.02258343312672,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.07322360041037494}",20,6,22.29932674938329,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.07295499753894713}",25,15,16.982251782086255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.07276374180338294}",25,3,23.908982826045047,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.07234474222025551}",30,17,25.22299301057497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.07209828654159849}",25,12,16.500036814471493,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.07185267045956834}",25,11,24.634785334444835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.071589096509407}",20,0,-30.356130808829647,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
550,False,"{'a': 0.5, 'e': 0.07121423861570493}",20,16,6.147954249663416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.07113950290827116}",25,14,18.58305678704805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.07093438387674295}",30,8,24.352333888725056,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
